Date,Day,Week,Quarter,Month,Year,Media Buyer,Vertical,Source,Revenue,Net Profit,Margin,Incoming,Connected,Converted,No Connect,ACL Sec
2025-07-07,Monday   ,28,3,July     ,2025,Paragon Media,MEDICARE ENGLISH,youtube,314.02,46.69,0.149,24,21,11,3,670
2025-07-07,Monday   ,28,3,July     ,2025,Paragon Media,MEDICARE ENGLISH,NULL,0.00,-0.11,NULL,1,1,0,0,147
2025-07-07,Monday   ,28,3,July     ,2025,Scalability,MEDICARE ENGLISH,youtube,1211.19,271.89,0.224,119,92,58,27,588
2025-07-07,Monday   ,28,3,July     ,2025,Scalability,MEDICARE ENGLISH,NULL,3518.87,796.15,0.226,336,271,175,65,576
2025-07-07,Monday   ,28,3,July     ,2025,TTS Venture,FINAL EXPENSE ENGLISH,NULL,0.00,-0.56,NULL,14,12,0,2,33
2025-07-07,Monday   ,28,3,July     ,2025,TTS Venture,MEDICARE ENGLISH,NULL,730.51,116.81,0.160,153,84,43,69,297
2025-07-07,Monday   ,28,3,July     ,2025,Unik,ACA ENGLISH,NULL,50.41,9.21,0.183,7,7,5,0,174
2025-07-07,Monday   ,28,3,July     ,2025,Unik,MEDICARE ENGLISH,NULL,3692.13,844.03,0.229,542,326,165,216,341
2025-07-07,Monday   ,28,3,July     ,2025,Unik,MEDICARE ENGLISH,NULL,215.14,47.76,0.222,40,28,12,12,292
2025-07-07,Monday   ,28,3,July     ,2025,Unik - Final Expense - Affiliate,FINAL EXPENSE ENGLISH,NULL,46.55,13.59,0.292,2,2,1,0,297
2025-07-08,Tuesday  ,28,3,July     ,2025,AcquireIQ,FINAL EXPENSE ENGLISH,NULL,22.00,4.33,0.197,2,2,1,0,32
2025-07-08,Tuesday  ,28,3,July     ,2025,Adsparkx Media,ACA ENGLISH,NULL,456.00,126.62,0.278,111,87,19,24,121
2025-07-08,Tuesday  ,28,3,July     ,2025,Adsparkx Media,FINAL EXPENSE ENGLISH,NULL,1945.50,358.44,0.184,122,103,56,19,398
2025-07-08,Tuesday  ,28,3,July     ,2025,Adsparkx Media,FINAL EXPENSE ENGLISH,NULL,52.40,9.19,0.175,24,23,2,1,58
2025-07-08,Tuesday  ,28,3,July     ,2025,Adsparkx Media,MEDICARE ENGLISH,NULL,2610.00,387.32,0.148,248,198,126,50,665
2025-07-08,Tuesday  ,28,3,July     ,2025,Ancelet,FINAL EXPENSE ENGLISH,NULL,44.00,6.15,0.140,5,3,2,2,115
2025-07-08,Tuesday  ,28,3,July     ,2025,Ancelet,MEDICARE ENGLISH,NULL,516.34,141.47,0.274,76,54,37,22,305
2025-07-08,Tuesday  ,28,3,July     ,2025,Cubatica,MEDICARE ENGLISH,facebook,522.77,87.72,0.168,50,46,27,4,547
2025-07-08,Tuesday  ,28,3,July     ,2025,Cubatica,MEDICARE ENGLISH,NULL,511.44,87.59,0.171,40,36,23,4,598
2025-07-08,Tuesday  ,28,3,July     ,2025,DigiPeak,FINAL EXPENSE ENGLISH,NULL,45.00,8.74,0.194,1,1,1,0,8158
2025-07-08,Tuesday  ,28,3,July     ,2025,DigiPeak,MEDICARE ENGLISH,NULL,20.69,3.86,0.187,7,4,1,3,25
2025-07-08,Tuesday  ,28,3,July     ,2025,DigiPeak,MEDICARE SPANISH,NULL,69.56,16.81,0.242,7,7,6,0,968
2025-07-08,Tuesday  ,28,3,July     ,2025,HAF,ACA ENGLISH,NULL,942.03,173.73,0.184,205,180,58,25,83
2025-07-08,Tuesday  ,28,3,July     ,2025,HAF,MEDICARE ENGLISH,NULL,431.01,115.77,0.269,70,38,29,32,302
2025-07-08,Tuesday  ,28,3,July     ,2025,Idea Clan,ACA ENGLISH,NULL,123.31,33.91,0.275,23,23,9,0,191
2025-07-08,Tuesday  ,28,3,July     ,2025,Inulti,FINAL EXPENSE ENGLISH,NULL,2278.33,414.02,0.182,161,150,61,11,414
2025-07-08,Tuesday  ,28,3,July     ,2025,Inulti,MEDICARE ENGLISH,NULL,10762.22,1818.20,0.169,896,803,473,93,701
2025-07-08,Tuesday  ,28,3,July     ,2025,Leads Icon,FINAL EXPENSE ENGLISH,facebook,0.00,-0.21,NULL,5,5,0,0,46
2025-07-08,Tuesday  ,28,3,July     ,2025,Matt Watt,MEDICARE ENGLISH,NULL,4585.23,692.80,0.151,545,416,204,129,677
2025-07-08,Tuesday  ,28,3,July     ,2025,Matt Watt,MEDICARE ENGLISH,NULL,1283.62,231.47,0.180,147,113,95,34,627
2025-07-08,Tuesday  ,28,3,July     ,2025,Maxfort Media,MEDICARE ENGLISH,NULL,583.40,127.16,0.218,30,30,23,0,1035
2025-07-08,Tuesday  ,28,3,July     ,2025,Maxfort Media,MEDICARE ENGLISH,NULL,113.82,27.50,0.242,12,11,9,1,918
2025-07-08,Tuesday  ,28,3,July     ,2025,Offerstrategy,MEDICARE ENGLISH,NULL,34.13,4.14,0.121,2,2,1,0,3147
2025-07-08,Tuesday  ,28,3,July     ,2025,Paragon Media,MEDICARE ENGLISH,facebook,3706.49,554.19,0.150,286,262,149,24,647
2025-07-08,Tuesday  ,28,3,July     ,2025,Paragon Media,MEDICARE ENGLISH,youtube,172.37,23.61,0.137,13,12,7,1,952
2025-07-08,Tuesday  ,28,3,July     ,2025,Scalability,MEDICARE ENGLISH,youtube,930.76,171.01,0.184,88,72,42,16,651
2025-07-08,Tuesday  ,28,3,July     ,2025,Scalability,MEDICARE ENGLISH,NULL,4219.19,760.38,0.180,338,298,186,40,794
2025-07-08,Tuesday  ,28,3,July     ,2025,TTS Venture,FINAL EXPENSE ENGLISH,NULL,32.79,9.18,0.280,15,15,2,0,46
2025-07-08,Tuesday  ,28,3,July     ,2025,TTS Venture,MEDICARE ENGLISH,NULL,479.34,77.56,0.162,102,52,24,50,278
2025-07-08,Tuesday  ,28,3,July     ,2025,Unik,ACA ENGLISH,NULL,61.44,10.50,0.171,12,11,5,1,227
2025-07-08,Tuesday  ,28,3,July     ,2025,Unik,MEDICARE ENGLISH,NULL,4333.43,783.72,0.181,497,399,190,98,502
2025-07-08,Tuesday  ,28,3,July     ,2025,Unik,MEDICARE ENGLISH,NULL,710.56,157.17,0.221,66,62,46,4,499
2025-07-08,Tuesday  ,28,3,July     ,2025,Unik - Final Expense - Affiliate,FINAL EXPENSE ENGLISH,NULL,122.32,35.35,0.289,8,8,3,0,263
2025-07-09,Wednesday,28,3,July     ,2025,Adsparkx Media,ACA ENGLISH,NULL,234.36,66.50,0.284,60,51,12,9,75
2025-07-09,Wednesday,28,3,July     ,2025,Adsparkx Media,FINAL EXPENSE ENGLISH,NULL,457.90,80.66,0.176,59,42,13,17,289
2025-07-09,Wednesday,28,3,July     ,2025,Adsparkx Media,FINAL EXPENSE ENGLISH,NULL,218.87,39.92,0.182,42,37,7,5,122
2025-07-09,Wednesday,28,3,July     ,2025,Adsparkx Media,MEDICARE ENGLISH,NULL,604.89,79.34,0.131,97,58,32,39,500
2025-07-09,Wednesday,28,3,July     ,2025,Ancelet,FINAL EXPENSE ENGLISH,NULL,90.00,10.07,0.112,4,3,2,1,1436
2025-07-09,Wednesday,28,3,July     ,2025,Ancelet,MEDICARE ENGLISH,NULL,412.74,115.95,0.281,76,42,32,34,137
2025-07-09,Wednesday,28,3,July     ,2025,Cubatica,MEDICARE ENGLISH,facebook,1490.59,237.70,0.159,118,102,63,16,542
2025-07-09,Wednesday,28,3,July     ,2025,Cubatica,MEDICARE ENGLISH,NULL,562.33,79.38,0.141,45,33,23,12,891
2025-07-09,Wednesday,28,3,July     ,2025,DigiPeak,FINAL EXPENSE ENGLISH,NULL,0.00,-0.04,NULL,1,1,0,0,36
2025-07-09,Wednesday,28,3,July     ,2025,DigiPeak,MEDICARE ENGLISH,NULL,41.38,7.30,0.176,5,4,2,1,313
2025-07-09,Wednesday,28,3,July     ,2025,DigiPeak,MEDICARE SPANISH,NULL,34.19,8.91,0.260,6,6,3,0,351
2025-07-09,Wednesday,28,3,July     ,2025,HAF,ACA ENGLISH,NULL,706.06,125.30,0.177,141,118,45,23,157
2025-07-09,Wednesday,28,3,July     ,2025,HAF,FINAL EXPENSE ENGLISH,NULL,0.00,-0.07,NULL,1,0,0,1,115
2025-07-09,Wednesday,28,3,July     ,2025,HAF,MEDICARE ENGLISH,NULL,245.08,69.16,0.282,63,27,18,36,86
2025-07-09,Wednesday,28,3,July     ,2025,Idea Clan,ACA ENGLISH,NULL,96.03,26.64,0.277,21,19,5,2,140
2025-07-09,Wednesday,28,3,July     ,2025,Idea Clan,MEDICARE ENGLISH,NULL,61.80,17.11,0.277,9,5,5,4,229
2025-07-09,Wednesday,28,3,July     ,2025,Inulti,FINAL EXPENSE ENGLISH,NULL,9210.18,1719.47,0.187,614,572,237,42,313
2025-07-09,Wednesday,28,3,July     ,2025,Inulti,MEDICARE ENGLISH,NULL,13767.06,2322.05,0.169,1410,1187,660,223,562
2025-07-09,Wednesday,28,3,July     ,2025,Leads Icon,FINAL EXPENSE ENGLISH,facebook,630.00,148.16,0.235,28,25,14,3,534
2025-07-09,Wednesday,28,3,July     ,2025,Matt Watt,MEDICARE ENGLISH,NULL,6454.93,1058.32,0.164,711,609,319,102,646
2025-07-09,Wednesday,28,3,July     ,2025,Matt Watt,MEDICARE ENGLISH,NULL,3017.32,550.18,0.182,347,249,214,98,526
2025-07-09,Wednesday,28,3,July     ,2025,Maxfort Media,MEDICARE ENGLISH,NULL,703.97,149.88,0.213,45,45,30,0,964
2025-07-09,Wednesday,28,3,July     ,2025,Maxfort Media,MEDICARE ENGLISH,NULL,219.53,60.54,0.276,10,10,10,0,876
2025-07-09,Wednesday,28,3,July     ,2025,Offerstrategy,MEDICARE ENGLISH,NULL,30.00,6.52,0.217,2,2,1,0,281
2025-07-09,Wednesday,28,3,July     ,2025,Paragon Media,MEDICARE ENGLISH,facebook,3933.40,617.11,0.157,327,290,186,37,713
2025-07-09,Wednesday,28,3,July     ,2025,Paragon Media,MEDICARE ENGLISH,youtube,215.54,33.77,0.157,19,15,10,4,539
2025-07-09,Wednesday,28,3,July     ,2025,Scalability,MEDICARE ENGLISH,youtube,1331.03,215.35,0.162,108,86,62,22,773
2025-07-09,Wednesday,28,3,July     ,2025,Scalability,MEDICARE ENGLISH,NULL,2782.71,481.11,0.173,259,227,133,32,658
2025-07-09,Wednesday,28,3,July     ,2025,The5.co,FINAL EXPENSE ENGLISH,NULL,0.00,-0.11,NULL,3,0,0,3,3
2025-07-09,Wednesday,28,3,July     ,2025,The5.co,FINAL EXPENSE ENGLISH,NULL,0.00,-0.11,NULL,3,3,0,0,13
2025-07-09,Wednesday,28,3,July     ,2025,TTS Venture,FINAL EXPENSE ENGLISH,NULL,0.00,-0.11,NULL,3,2,0,1,19
2025-07-09,Wednesday,28,3,July     ,2025,TTS Venture,FINAL EXPENSE ENGLISH,NULL,0.00,-0.28,NULL,7,6,0,1,41
2025-07-09,Wednesday,28,3,July     ,2025,TTS Venture,MEDICARE ENGLISH,NULL,1116.53,174.52,0.156,165,108,54,57,478
2025-07-09,Wednesday,28,3,July     ,2025,Unik,ACA ENGLISH,NULL,39.86,7.41,0.186,4,4,3,0,198
2025-07-09,Wednesday,28,3,July     ,2025,Unik,MEDICARE ENGLISH,NULL,2911.03,505.56,0.174,524,279,145,245,353
2025-07-09,Wednesday,28,3,July     ,2025,Unik,MEDICARE ENGLISH,NULL,248.33,53.25,0.214,34,31,15,3,409
2025-07-09,Wednesday,28,3,July     ,2025,Unik,MEDICARE SPANISH,NULL,56.69,15.59,0.275,12,12,4,0,171
2025-07-09,Wednesday,28,3,July     ,2025,Unik - Final Expense - Affiliate,FINAL EXPENSE ENGLISH,NULL,152.38,44.17,0.290,18,14,4,4,122
2025-07-10,Thursday ,28,3,July     ,2025,AcquireIQ,FINAL EXPENSE ENGLISH,NULL,57.00,10.95,0.192,2,2,2,0,352
2025-07-10,Thursday ,28,3,July     ,2025,Adsparkx Media,ACA ENGLISH,NULL,205.27,54.34,0.265,95,82,14,13,93
2025-07-10,Thursday ,28,3,July     ,2025,Adsparkx Media,FINAL EXPENSE ENGLISH,NULL,428.84,72.43,0.169,50,45,15,5,427
2025-07-10,Thursday ,28,3,July     ,2025,Adsparkx Media,FINAL EXPENSE ENGLISH,NULL,347.05,62.80,0.181,56,47,12,9,170
2025-07-10,Thursday ,28,3,July     ,2025,Adsparkx Media,MEDICARE ENGLISH,NULL,963.20,165.44,0.172,189,83,42,106,219
2025-07-10,Thursday ,28,3,July     ,2025,Ancelet,FINAL EXPENSE ENGLISH,NULL,62.60,8.69,0.139,6,6,2,0,160
2025-07-10,Thursday ,28,3,July     ,2025,Ancelet,MEDICARE ENGLISH,NULL,539.20,142.14,0.264,114,78,41,36,256
2025-07-10,Thursday ,28,3,July     ,2025,Cubatica,MEDICARE ENGLISH,facebook,1213.50,194.10,0.160,109,92,53,17,554
2025-07-10,Thursday ,28,3,July     ,2025,Cubatica,MEDICARE ENGLISH,NULL,540.68,79.35,0.147,57,46,24,11,618
2025-07-10,Thursday ,28,3,July     ,2025,DigiPeak,FINAL EXPENSE ENGLISH,NULL,0.00,-0.04,NULL,1,1,0,0,30
2025-07-10,Thursday ,28,3,July     ,2025,DigiPeak,MEDICARE ENGLISH,NULL,87.22,16.37,0.188,8,7,4,1,189
2025-07-10,Thursday ,28,3,July     ,2025,DigiPeak,MEDICARE SPANISH,NULL,70.77,16.73,0.236,10,10,6,0,743
2025-07-10,Thursday ,28,3,July     ,2025,HAF,ACA ENGLISH,NULL,774.42,137.02,0.177,130,109,50,21,196
2025-07-10,Thursday ,28,3,July     ,2025,HAF,MEDICARE ENGLISH,NULL,119.60,31.44,0.263,35,13,9,22,197
2025-07-10,Thursday ,28,3,July     ,2025,Idea Clan,ACA ENGLISH,NULL,70.33,19.35,0.275,11,9,4,2,239
2025-07-10,Thursday ,28,3,July     ,2025,Idea Clan,MEDICARE ENGLISH,NULL,397.58,112.17,0.282,55,46,29,9,189
2025-07-10,Thursday ,28,3,July     ,2025,Inulti,FINAL EXPENSE ENGLISH,NULL,1291.30,232.22,0.180,113,104,44,9,366
2025-07-10,Thursday ,28,3,July     ,2025,Inulti,MEDICARE ENGLISH,NULL,12069.86,1908.54,0.158,1190,1047,572,143,697
2025-07-10,Thursday ,28,3,July     ,2025,Leads Icon,FINAL EXPENSE ENGLISH,facebook,585.00,142.12,0.243,31,29,13,2,195
2025-07-10,Thursday ,28,3,July     ,2025,Matt Watt,MEDICARE ENGLISH,NULL,4906.50,716.56,0.146,603,531,226,72,644
2025-07-10,Thursday ,28,3,July     ,2025,Matt Watt,MEDICARE ENGLISH,NULL,3627.52,692.53,0.191,368,325,257,43,456
2025-07-10,Thursday ,28,3,July     ,2025,Maxfort Media,MEDICARE ENGLISH,NULL,617.17,128.04,0.207,36,35,28,1,1218
2025-07-10,Thursday ,28,3,July     ,2025,Maxfort Media,MEDICARE ENGLISH,NULL,232.80,59.97,0.258,23,18,16,5,702
2025-07-10,Thursday ,28,3,July     ,2025,Offerstrategy,MEDICARE ENGLISH,NULL,60.00,13.52,0.225,4,4,2,0,84
2025-07-10,Thursday ,28,3,July     ,2025,Paragon Media,MEDICARE ENGLISH,facebook,1965.88,309.67,0.158,194,154,100,40,707
2025-07-10,Thursday ,28,3,July     ,2025,Paragon Media,MEDICARE ENGLISH,youtube,90.68,14.08,0.155,16,14,3,2,407
2025-07-10,Thursday ,28,3,July     ,2025,Scalability,MEDICARE ENGLISH,youtube,537.00,80.26,0.149,58,50,24,8,578
2025-07-10,Thursday ,28,3,July     ,2025,Scalability,MEDICARE ENGLISH,NULL,3678.57,568.93,0.155,337,273,165,64,775
2025-07-10,Thursday ,28,3,July     ,2025,The5.co,FINAL EXPENSE ENGLISH,NULL,45.00,12.84,0.285,1,1,1,0,1083
2025-07-10,Thursday ,28,3,July     ,2025,The5.co,FINAL EXPENSE ENGLISH,NULL,29.05,8.50,0.293,1,1,1,0,352
2025-07-10,Thursday ,28,3,July     ,2025,TTS Venture,FINAL EXPENSE ENGLISH,NULL,50.00,14.65,0.293,4,3,2,1,120
2025-07-10,Thursday ,28,3,July     ,2025,TTS Venture,FINAL EXPENSE ENGLISH,NULL,165.32,45.78,0.277,19,19,6,0,315
2025-07-10,Thursday ,28,3,July     ,2025,TTS Venture,MEDICARE ENGLISH,NULL,352.54,50.71,0.144,75,45,19,30,386
2025-07-10,Thursday ,28,3,July     ,2025,Unik,ACA ENGLISH,NULL,83.03,15.20,0.183,7,7,7,0,309
2025-07-10,Thursday ,28,3,July     ,2025,Unik,MEDICARE ENGLISH,NULL,5377.42,889.26,0.165,688,478,238,210,376
2025-07-10,Thursday ,28,3,July     ,2025,Unik,MEDICARE ENGLISH,NULL,465.19,98.30,0.211,44,38,28,6,665
2025-07-10,Thursday ,28,3,July     ,2025,Unik,MEDICARE SPANISH,NULL,78.97,20.48,0.259,12,12,5,0,423
2025-07-10,Thursday ,28,3,July     ,2025,Unik - Final Expense - Affiliate,FINAL EXPENSE ENGLISH,NULL,113.20,32.53,0.287,15,14,3,1,132
2025-07-11,Friday   ,28,3,July     ,2025,AcquireIQ,FINAL EXPENSE ENGLISH,NULL,45.00,7.92,0.176,2,2,1,0,892
2025-07-11,Friday   ,28,3,July     ,2025,Adsparkx Media,ACA ENGLISH,NULL,139.02,39.26,0.282,37,26,7,11,86
2025-07-11,Friday   ,28,3,July     ,2025,Adsparkx Media,FINAL EXPENSE ENGLISH,NULL,247.51,45.93,0.186,14,12,11,2,409
2025-07-11,Friday   ,28,3,July     ,2025,Adsparkx Media,FINAL EXPENSE ENGLISH,NULL,98.40,17.62,0.179,38,33,5,5,64
2025-07-11,Friday   ,28,3,July     ,2025,Adsparkx Media,MEDICARE ENGLISH,NULL,1200.14,171.23,0.143,186,107,62,79,391
2025-07-11,Friday   ,28,3,July     ,2025,Ancelet,FINAL EXPENSE ENGLISH,NULL,67.00,8.97,0.134,2,2,2,0,918
2025-07-11,Friday   ,28,3,July     ,2025,Ancelet,MEDICARE ENGLISH,NULL,499.49,138.86,0.278,80,55,38,25,199
2025-07-11,Friday   ,28,3,July     ,2025,Cubatica,MEDICARE ENGLISH,facebook,1468.28,225.29,0.153,143,120,66,23,600
2025-07-11,Friday   ,28,3,July     ,2025,Cubatica,MEDICARE ENGLISH,NULL,450.25,63.85,0.142,44,40,19,4,697
2025-07-11,Friday   ,28,3,July     ,2025,DigiPeak,FINAL EXPENSE ENGLISH,NULL,90.00,25.95,0.288,3,2,2,1,591
2025-07-11,Friday   ,28,3,July     ,2025,DigiPeak,MEDICARE ENGLISH,NULL,62.07,9.66,0.156,17,15,3,2,240
2025-07-11,Friday   ,28,3,July     ,2025,DigiPeak,MEDICARE SPANISH,NULL,52.25,12.18,0.233,10,8,5,2,554
2025-07-11,Friday   ,28,3,July     ,2025,HAF,ACA ENGLISH,NULL,264.75,48.95,0.185,30,25,14,5,195
2025-07-11,Friday   ,28,3,July     ,2025,HAF,FINAL EXPENSE ENGLISH,NULL,45.00,13.05,0.290,1,1,1,0,721
2025-07-11,Friday   ,28,3,July     ,2025,HAF,MEDICARE ENGLISH,NULL,387.42,108.52,0.280,206,53,31,153,41
2025-07-11,Friday   ,28,3,July     ,2025,Idea Clan,ACA ENGLISH,NULL,86.34,24.61,0.285,6,6,5,0,344
2025-07-11,Friday   ,28,3,July     ,2025,Inulti,FINAL EXPENSE ENGLISH,NULL,155.00,27.61,0.178,10,9,6,1,548
2025-07-11,Friday   ,28,3,July     ,2025,Inulti,MEDICARE ENGLISH,NULL,13527.78,2246.82,0.166,1475,1240,693,235,532
2025-07-11,Friday   ,28,3,July     ,2025,Leads Icon,FINAL EXPENSE ENGLISH,facebook,315.00,75.78,0.241,16,16,7,0,285
2025-07-11,Friday   ,28,3,July     ,2025,Matt Watt,MEDICARE ENGLISH,NULL,3349.60,460.33,0.137,518,452,163,66,581
2025-07-11,Friday   ,28,3,July     ,2025,Matt Watt,MEDICARE ENGLISH,NULL,3558.93,686.62,0.193,387,333,272,54,392
2025-07-11,Friday   ,28,3,July     ,2025,Maxfort Media,MEDICARE ENGLISH,NULL,387.07,80.60,0.208,27,27,19,0,1001
2025-07-11,Friday   ,28,3,July     ,2025,Maxfort Media,MEDICARE ENGLISH,NULL,164.00,45.00,0.274,8,8,7,0,865
2025-07-11,Friday   ,28,3,July     ,2025,Momentum,AUTO ENGLISH,NULL,0.00,-0.07,NULL,3,0,0,3,1
2025-07-11,Friday   ,28,3,July     ,2025,Offerstrategy,MEDICARE ENGLISH,NULL,60.00,12.33,0.206,5,4,2,1,453
2025-07-11,Friday   ,28,3,July     ,2025,Paragon Media,MEDICARE ENGLISH,facebook,4609.67,711.99,0.154,553,410,236,143,566
2025-07-11,Friday   ,28,3,July     ,2025,Paragon Media,MEDICARE ENGLISH,youtube,12.00,1.91,0.159,11,3,1,8,58
2025-07-11,Friday   ,28,3,July     ,2025,Scalability,MEDICARE ENGLISH,youtube,153.36,23.44,0.153,27,20,9,7,277
2025-07-11,Friday   ,28,3,July     ,2025,Scalability,MEDICARE ENGLISH,NULL,3142.62,489.41,0.156,317,259,150,58,603
2025-07-11,Friday   ,28,3,July     ,2025,The5.co,FINAL EXPENSE ENGLISH,NULL,0.00,-0.04,NULL,1,1,0,0,26
2025-07-11,Friday   ,28,3,July     ,2025,The5.co,FINAL EXPENSE ENGLISH,NULL,0.00,-0.11,NULL,2,2,0,0,42
2025-07-11,Friday   ,28,3,July     ,2025,TTS Venture,FINAL EXPENSE ENGLISH,NULL,0.00,-0.21,NULL,5,2,0,3,20
2025-07-11,Friday   ,28,3,July     ,2025,TTS Venture,FINAL EXPENSE ENGLISH,NULL,102.98,28.49,0.277,14,12,4,2,262
2025-07-11,Friday   ,28,3,July     ,2025,TTS Venture,MEDICARE ENGLISH,NULL,497.52,64.78,0.130,119,41,23,78,402
2025-07-11,Friday   ,28,3,July     ,2025,Unik,ACA ENGLISH,NULL,39.14,7.38,0.188,3,3,3,0,235
2025-07-11,Friday   ,28,3,July     ,2025,Unik,MEDICARE ENGLISH,NULL,5662.76,951.06,0.168,800,518,266,282,394
2025-07-11,Friday   ,28,3,July     ,2025,Unik,MEDICARE ENGLISH,NULL,332.27,68.39,0.206,64,36,18,28,352
2025-07-11,Friday   ,28,3,July     ,2025,Unik,MEDICARE SPANISH,NULL,47.04,11.31,0.240,9,9,3,0,488
2025-07-11,Friday   ,28,3,July     ,2025,Unik - Final Expense - Affiliate,FINAL EXPENSE ENGLISH,NULL,207.48,59.69,0.288,15,15,5,0,258
2025-07-12,Saturday ,28,3,July     ,2025,Matt Watt,MEDICARE ENGLISH,NULL,0.00,-3.61,NULL,21,18,0,3,264
2025-07-12,Saturday ,28,3,July     ,2025,TTS Venture,MEDICARE ENGLISH,NULL,13.62,2.17,0.159,6,1,1,5,92
2025-07-13,Sunday   ,28,3,July     ,2025,Matt Watt,MEDICARE ENGLISH,NULL,0.00,-1.19,NULL,13,10,0,3,116
2025-07-13,Sunday   ,28,3,July     ,2025,TTS Venture,MEDICARE ENGLISH,NULL,0.00,-0.53,NULL,7,0,0,7,96
2025-07-14,Monday   ,29,3,July     ,2025,AcquireIQ,FINAL EXPENSE ENGLISH,NULL,0.00,-0.14,NULL,3,3,0,0,44
2025-07-14,Monday   ,29,3,July     ,2025,Adsparkx Media,ACA ENGLISH,NULL,53.02,15.21,0.287,10,10,3,0,85
2025-07-14,Monday   ,29,3,July     ,2025,Adsparkx Media,FINAL EXPENSE ENGLISH,NULL,205.86,35.40,0.172,27,18,8,9,345
2025-07-14,Monday   ,29,3,July     ,2025,Adsparkx Media,FINAL EXPENSE ENGLISH,NULL,356.01,58.49,0.164,42,37,12,5,484
2025-07-14,Monday   ,29,3,July     ,2025,Adsparkx Media,MEDICARE ENGLISH,NULL,430.08,62.05,0.144,69,44,20,25,352
2025-07-14,Monday   ,29,3,July     ,2025,Ancelet,MEDICARE ENGLISH,NULL,638.29,169.47,0.266,164,90,47,74,238
2025-07-14,Monday   ,29,3,July     ,2025,Cubatica,MEDICARE ENGLISH,facebook,1308.50,187.69,0.143,122,110,64,12,707
2025-07-14,Monday   ,29,3,July     ,2025,Cubatica,MEDICARE ENGLISH,NULL,456.50,67.73,0.148,50,42,21,8,484
2025-07-14,Monday   ,29,3,July     ,2025,DigiPeak,FINAL EXPENSE ENGLISH,NULL,45.00,13.08,0.291,3,3,1,0,222
2025-07-14,Monday   ,29,3,July     ,2025,DigiPeak,MEDICARE ENGLISH,NULL,0.00,-0.11,NULL,3,2,0,1,19
2025-07-14,Monday   ,29,3,July     ,2025,DigiPeak,MEDICARE SPANISH,NULL,22.58,3.55,0.157,8,6,2,2,646
2025-07-14,Monday   ,29,3,July     ,2025,HAF,ACA ENGLISH,NULL,792.02,140.83,0.178,93,81,43,12,292
2025-07-14,Monday   ,29,3,July     ,2025,HAF,MEDICARE ENGLISH,NULL,135.44,31.30,0.231,357,34,9,323,26
2025-07-14,Monday   ,29,3,July     ,2025,Idea Clan,ACA ENGLISH,NULL,19.00,5.42,0.285,4,4,1,0,102
2025-07-14,Monday   ,29,3,July     ,2025,Inulti,FINAL EXPENSE ENGLISH,NULL,2542.90,473.06,0.186,253,235,61,18,214
2025-07-14,Monday   ,29,3,July     ,2025,Inulti,MEDICARE ENGLISH,NULL,8660.01,1434.33,0.166,989,799,423,190,547
2025-07-14,Monday   ,29,3,July     ,2025,Matt Watt,MEDICARE ENGLISH,NULL,2169.82,295.47,0.136,401,336,121,65,561
2025-07-14,Monday   ,29,3,July     ,2025,Matt Watt,MEDICARE ENGLISH,NULL,2006.53,335.51,0.167,264,189,141,75,417
2025-07-14,Monday   ,29,3,July     ,2025,Maxfort Media,MEDICARE ENGLISH,NULL,559.89,89.45,0.160,45,42,26,3,1081
2025-07-14,Monday   ,29,3,July     ,2025,Maxfort Media,MEDICARE ENGLISH,NULL,168.66,47.07,0.279,13,12,9,1,433
2025-07-14,Monday   ,29,3,July     ,2025,Paragon Media,MEDICARE ENGLISH,facebook,3690.06,577.12,0.156,496,360,179,136,524
2025-07-14,Monday   ,29,3,July     ,2025,Paragon Media,MEDICARE ENGLISH,youtube,13.05,0.27,0.020,9,7,1,2,414
2025-07-14,Monday   ,29,3,July     ,2025,Scalability,MEDICARE ENGLISH,youtube,183.58,32.52,0.177,25,17,9,8,251
2025-07-14,Monday   ,29,3,July     ,2025,Scalability,MEDICARE ENGLISH,NULL,6060.15,999.62,0.165,550,469,285,81,631
2025-07-14,Monday   ,29,3,July     ,2025,The5.co,FINAL EXPENSE ENGLISH,NULL,0.00,-0.07,NULL,2,2,0,0,37
2025-07-14,Monday   ,29,3,July     ,2025,TTS Venture,FINAL EXPENSE ENGLISH,NULL,0.00,-0.04,NULL,1,1,0,0,42
2025-07-14,Monday   ,29,3,July     ,2025,TTS Venture,FINAL EXPENSE ENGLISH,NULL,0.00,-0.46,NULL,9,8,0,1,52
2025-07-14,Monday   ,29,3,July     ,2025,TTS Venture,MEDICARE ENGLISH,NULL,635.78,95.14,0.150,147,77,34,70,269
2025-07-14,Monday   ,29,3,July     ,2025,Unik,ACA ENGLISH,NULL,0.00,-0.04,NULL,1,1,0,0,11
2025-07-14,Monday   ,29,3,July     ,2025,Unik,MEDICARE ENGLISH,NULL,6909.24,1141.85,0.165,1037,715,352,322,369
2025-07-14,Monday   ,29,3,July     ,2025,Unik,MEDICARE ENGLISH,NULL,246.03,51.96,0.211,38,28,14,10,391
2025-07-14,Monday   ,29,3,July     ,2025,Unik,MEDICARE SPANISH,NULL,55.99,16.07,0.287,9,6,4,3,108
2025-07-14,Monday   ,29,3,July     ,2025,Unik - Final Expense - Affiliate,FINAL EXPENSE ENGLISH,NULL,45.00,13.26,0.295,6,3,1,3,59
